Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
164ee2cb6a36b58d4fddd65f64714d08636a8be7f6fc39a29c82dddcb7e319da,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
d6289fa96171c5571119ac19ee8dc442001c0d077fe43782c0f53d938307876b,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
52da6aa7f74fa9e5535e3c7c4d4e04284e051c2e10a26bd218fc4450a570bb1a,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
78adbe2f0e987893ce3607d218df8663df2a5337cd5e05af7efe5290be97c1d7,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given penalty notice
461626642a518b1e99e13940faa84114db4a584a0438aef141c144f5d77d02a5,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
2504d551b85d442ee12cc30fc48fd233663126b1db5588beb5457c65802cd3a6,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
25eb84a4cb2a916c1a9b00f9097bf25169514f01ba7d5ae3079cc34563501bb8,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
45fbb073019455e625d46811e1489e55edc7aec00b2e979d77a3bfe324492230,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
568a730ed2a0b705ab3338683c7bc47956f90164a0f4439ce08a22f58fb02503,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
f1462659cf01622bfddf61f803afddeae55cc3bf92b8342211c6438635c592bb,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
0b60d9dd948e2dca36935d6a5feb72fb9e3d55f7260b4aea66cd65559173126c,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
f20b4f5e8d5fb341da697b4b882181e5ea2c3e30944cc72250520fb46a96eec1,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
36bfb26a35feb96fe34f1ca0305d634ad4499898c300054ce933b09f0482bb49,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
2edaa5f1bfd39acac90c53e5c9da21d8e8cf523133285b9b1726b7b50da06562,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
65471b698812e095c2f68dcbbc922c08b90344bce6a5b63cceef8830c0815ebd,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
bbd7968659d55c8abbcb1ac4e68de0f281283942a383830e8f3ae3be234c432d,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
a53ded334d2fee9eeaf5de8a079bc77438ee2f687647803be4281dbf009a5afe,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
b96dda2c8d56df1d2eddddb404cdfa61c4ac4020b8ef4cd54f73e37a0f8e24af,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
7ce4e4d2fa6bf64067f9765f31385a1361bf52ee7c80f74561a9cca90e69a70f,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
ed30dc038e92a6c161e3a151ac3ccb47a93bc8b914e0ccaeb40eac3a9a31146c,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
476db6de640e9023159fe80f2154e0b80e4fa55d723b7ca31cf3216b5dd55106,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
c39a5a9e8654d6e21523ff54ca91def05c2cc4e22419d77b21be900083093244,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
e837a05cfc93f622ecf4ebec4b0f31f59f19f3114b89be918f7a5e7122d8ad8d,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
9565cd6c0f4fd0838ef330a2820ef087c400934ddd0caa2f8e8fa93f17ff1f81,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
33c78367849ffead4cb671789320dd2a5b2ee298071def1658a61e1b952889db,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
58cbe482277749ccd9cc072249c944d92ef3ef07206e3c53d56c70a485f2dbff,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
c5843d758ebc3ae2acbe194310f344695594ec03ea0e77a91f42a31d830978d9,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
4155c946822f5fae1cdaedd5c890147052bf4c7b75a6997e9f7ba9183bc4cd56,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
37cc6411835e649a2cdbaff2e42420dc31e02d39cc5671178859843f5c570d44,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
d611587104d46f2939ce8f5d1c7692fc4650e3502ae5296a0f1fdd09c70d85b5,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
17ab85bec8a8d6f5afaba2a3f00569b3570feaa303237b5f954a15dd36d88146,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
2d53a68f42241c9c20cbda0c1283fa0f53d3ffb1489bc3cb7cf35bed987a0155,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
dd44a8fbb07254692f4072a2d9fd7fc042c36eab7edc1600f3c5471967a0faf9,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
d30b459109e0de39c52d36826bc583d79a006a0818bb540d92c53f47a23cb559,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
283868316aae0154fd06efe27b676a40cefa63b6e30ba056c839f9fd2bd50cd8,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
d29849bde79d6e27bacc75fb2bfa133bba694446714f8bf27d4d4daa9b879d2e,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
56af2dd03964b265fcbbacfac1dc522f4ba9d66db7c9e3ce2c09330ba29427c0,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
1a39c5fed38376448f774ca76548b6a293affd401db21f790de6a07cd98a7620,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
63bbd68d33ed33afe33f5dd10ec19f8ff291897384a449f9057dae0b901264a7,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
501b6603fa2cb09b6170374826513eca9563e78356f84537932ee816c8515e56,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
b731675ec5693b4826be9829d712b3d30bb85bb118a1675d94c14799d54abe02,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
698bfe5028697650bee3e9fd37466a255da94d20a2221f7076cf60ec28d49049,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
a38585affd17fd5ed4af5687916f3dcec2abeb3dc90f007a2594745820d195d7,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
a06a4be078b74842ac844178272ae08d26928c675979337e3ca388bd5812901e,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
a196138e8bb00ad44e66fd39bc03e52b76ceb57cf8bc9c999ffd4f179ccad692,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
57fb2c4691899f03178067935d0015b261dabcc6654f9c7de678ca3d552587f4,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
0f90683076b07687e66dec26e9da1293e9af90914df4fb85b7e32ccd713e8884,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
678fee32802892cb30b253d135b2d2cf620e1cb8cd8a8d3add63671f0ed01663,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
c2245c22d06339ab3a560fc9b1020a379205d22fd2163974e1878a79e3b189c3,2015-12,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
