Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b353030e819475ef9c6d697e8956e146a94c0551dd59e9b1b2a2f23f51df67f4,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
9af0b0f6cb4b71bcbce1257339d9a73ec4618bddeffb18d69274cbb11e2b295f,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
fc893fa9a4b1b5ab74967eeb9b3b33698064ad95ba7ca071a18d1e7f4d8f5518,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
a81ba97ac155128d639ef73190b88de58dd24bd6f2f83a3562411e5797685fb3,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
4820e7ee97a842ee038c55381fb074feee1d97d769bef2528be2a70d63b91cad,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
ce2382c815124e3298973c743f01f03a32571f4e5bbadf9c776f9d776f20897a,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
82e6a7e3bb73bb3a62825765b98fd256298203762aa49ad9c98149b7a11cd2fe,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
381273e401fb5784a1311c8a4547544b0387567284c871da9f482f0067d4c553,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
8e3bd19cece47cbebcc8220e5f071d778f74f2ea99fd04dbdc1948417f0261bf,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
76469cc41689f4803b5619daedbd7e1894d98bd6ce315cd133b74e9e5fa8a75b,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
a72873b2b2d9ed301409872de09fde49896222a2c2dd5d7d80052da9a96f0296,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
8b4123f0c58fd2e0ed9ca11344b948cfc7403c1ec866f94246a63316b6e799b9,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
d195138cc118bdfd0251ed40ff12d0cbaed551d98343b8dde382713ee694435b,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
dabacaec2bdf84609fa86dcfbfc3e69aa8960ecb6d5231def1cd3b6200427119,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
e7d7908f845ee0b00af3c6a3083fc998996b2693278e6e3d6c9da7ed81b99639,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
558286cb092558f2095fea97dd7d7daa7198ce823c217ca2af2252c6f25fc740,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
33350c85b435e2fe76713d7221cf7906823c0aee946d86dc689add4cd06d7af7,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
fabe03f9a4d2467050a6b8a3a6e388fec04a607aeee112879e0cd5425223ce79,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
05f487ac7523443366e6d30e8d8421861ae29ef08cd417bc3bb6381bf9e70f0c,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
659ec1318acfda0c94bb6aac66671929ae5da09ef976400a395dd62bc81d275e,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
7916876694a87fd45664588444c7f45ee0df1c3fc748534dfb554061d9dd3462,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
7e65c514a8f264d8f477de85215b15c7c1e8064e32dbd3343fe3e17496a3d5fe,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
cc5c895c85af04f7e3c6240fd74a723be0cb1bfe4b77f8a77b33c16b78c2b931,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
fd125c6b96fef4231605315d4f89296ae803dac8adc215f1fb2e2829ecf4b7e5,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
24c69eae2aa1c91bd7df65c0f44f93b4971b6a161ca6edd353e40597082669f0,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
fc86b92c6c0928932bf71329c450ee8dc75f4dc5501366b5bd9a90f1de2ebf72,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
3349926d373311cf608e1b3ea18b9d2414e58e880e440fde171c4c24d954dba0,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
9fb19751b093a2f95ff7bab937288f0852688e7932de3155b75d1cb54f797cd3,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given penalty notice
48f36dbc496dd7359265e0cf47a7b754f7d9dbd6913250829e3ee6b772957507,2016-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
