Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0c3a6f5ca2a33fabf6b50bd2480fcc8e13023eb571521754c5ee129a7fb6ad75,2016-10,South Yorkshire Police,South Yorkshire Police,-1.145848,53.525912,On or near Prison,E01007529,Doncaster 022A,Suspect charged
0c3a6f5ca2a33fabf6b50bd2480fcc8e13023eb571521754c5ee129a7fb6ad75,2016-10,South Yorkshire Police,South Yorkshire Police,-1.145848,53.525912,On or near Prison,E01007529,Doncaster 022A,Suspect charged
efb047e4d2a2bde41f06590796e8ada13e38c628245bb342e3dde3a25111a318,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
a0e7d7a3b4cc051ef3348cbe2dde979f068c30e27453c4aa6aa76846f1b96ae0,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Defendant found not guilty
98cabb5d19f823e94e25041344fc06dd9de0a647d018f6066aeffaa99e7aa036,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
23a1fd9817d5433fc8b946b2b775fe879aa7cf0e8c8542b03400d95459bb15b7,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
4f68684c81389f4483a23f1eb9587d4eab4e7d840527a4fec2515e2bdfc904dc,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given suspended prison sentence
692e4c1cbe1bfd2b56dfb010aa03e47f4dcac8040dedf9e3e78b66b1bc25d146,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
ffceb17404e35dd14323fb46f556b27b39d19b7b2113b6de3cc1499ac18cada2,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Court case unable to proceed
558af33749bb706873d9b63e284a60f110f0bf61b1a02ae69cb39a519037085a,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender fined
d5faae9cab252b5efd35ee9ba92386a25bd892ffcf36af313c6685da15c24a29,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given suspended prison sentence
b9cafa2d3824627b9da959a333cfc7546ae34a362acec6b3edc679dc90d5d739,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
feac2969889b29fe4f2b783e8df285194dc9be4696a76a155c7e4f32a2bdbca2,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given community sentence
92f6df02239999f18f37e01ea4ff015a636b69767df432feb5d555cc07e18dd3,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Defendant found not guilty
6a3b606fad1d58fabaa148833abb27db581d9782d6602581efcb12e00264f67a,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given penalty notice
65494f8c664ef9785adc7ad853a64724cc072de9f6a2b15000ceb0c67a45ca48,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
e11ba73fa946172f1f3a6a8fa80a277da4941a5c363a876ae86a326b7a40c08c,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
8a21c31577275313dbc536ed5310cd1cf597e2bbb93e73740d44afc74a60da62,2016-10,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender sent to prison
2ca01ec3853cb0be35a3a4c85eaef44bd990f77e4e76c24d1e263e8644f87a25,2016-10,South Yorkshire Police,South Yorkshire Police,-1.131428,53.523651,On or near SILVER STREET,E01007645,Doncaster 022E,Offender given conditional discharge
c3b397dac7da2a6bbcf969436a7751f82d4e32806d573828a314513d9248db77,2016-10,South Yorkshire Police,South Yorkshire Police,-1.468492,53.382418,On or near FARGATE,E01033264,Sheffield 073D,Offender otherwise dealt with
