Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
dfe692793542681f2da5492d61fb1f95b2418a5cb522e4214119a99f78a04912,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Offender given a caution
516b3cbabce99bd770316d51ee7cc7522253ef9a68ec942f7c7564e25191d272,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
b7af57a18b995df5e1105b1a65860a274c83a888a54bb5c952c9e4204d7c89ab,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
596f817d4960b214f82b054c9c4ec1e73a59003326e22392d3ba31277b6d3b9c,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
dba5272c7392350b8be94d5ed5caeb090bad8ba4e4aebe9f5b7fbae5ad66728c,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
0baefacb30fd7fe4c09b96bd678a043e077de0c7dded47d464ee326f7a1bd22c,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
7f265e931ffbc0a829030d0bd304db09974348edea58d37f128b21bd3cc4a5dc,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
dc405481323cff28a3d4441b81632f5b115fe3bb9942a448909401e66aed4a6b,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
968c248e722779d719d36c7d4a35a35b4b6cc39a5b5cbb67ba00027ebb05d861,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
0e83464fbf4b961533987305a4c93c2ed6afecdddde7ab9a50d449eb2a1f8131,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
9d1c7666fb3e71dd76bd160b80f2f3532d7370cbc2da232319ef390286a93131,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
c230c0e78bc2b1b36037201c4221c220263d05ef35fd8bbf48724c8ffa354718,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
5cfafc8c03493b02c2fde55bbe5ef8ca4117a9b3035a99f53ec3fc9e80b4c95e,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
82bdc9ede2dd8a923ccd60ac127b37a66fc5f523b55eaa19c488d0da3697c109,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
89e55b77367e2bb4aae271f326f13d24510a10584fde17588e1bb816807a97f0,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
a4720dd64366d35117f9c375aa2045aee7ed44be8a21931fc7949dfaa06d8061,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
4624aa188d496ca398c598e4cf0b7ff2544dc18a75c93765f9c614a9bc97885e,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
99cff12b6811dce89258637c0717fea1b9f5de87f2c2b15c798d6b38290e5753,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
31b7178f75097285ca69646d9dae52a44547b4fbfbeb393a173344657d05a918,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
cf91ee91d997b56093a2d0b3e2fb8d04a0d837ac372373e055e9186f9240bb48,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
ecc42cd2bf6d5c030c72ae3886e7daf7caa24204ead10f972b82995fa5b44f62,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
4b9f8628da3c66736fab9c7e7e2e79f3ce0e611b7a8fc35615f6780c08b11b51,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
d5df4ca4ef0043c849a86bb683e2b547f12f1fbe44d7383bfcc255bca97e6139,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
488999c38bb8ffe3aecb59292ee1e465fe5e35e642481f1fccbb82258c035d03,2017-02,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
