Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e9f9ad34a5e088f71dfad6e4ee6a725b581cdb7e6f98fe07bdf4aae14ea55bb8,2015-09,South Yorkshire Police,South Yorkshire Police,-1.447932,53.417982,On or near B6086,E01007948,Sheffield 013D,Suspect charged
cc06988d8e1e18cebc55ca1865300f70a541ff37fc4e0bacf0a8546d5328741f,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Suspect charged
f241a99cb7a042528d797ee610c20c2c9ddbd0f6d068a26998f846152fb40a95,2015-09,South Yorkshire Police,South Yorkshire Police,-0.970162,53.544268,On or near Prison,E01007557,Doncaster 008B,Suspect charged
5e1fc941cc3118fc0466986370ecce7f0a0bf30c31d1468d2340c9f268aa054c,2015-09,South Yorkshire Police,South Yorkshire Police,-1.468492,53.382418,On or near FARGATE,E01033264,Sheffield 073D,Suspect charged
12ca33c7244736331620ea6fc56159aa81bbec3cea9cbad05453e97b59ff37de,2015-09,South Yorkshire Police,South Yorkshire Police,-1.514586,53.548875,On or near A628,E01007442,Barnsley 012E,Suspect charged
98532e463ec7c41c1dd82c76d5c355db815f1c02d3775d4aa0b5b0e7748dc165,2015-09,South Yorkshire Police,South Yorkshire Police,-1.327603,53.416323,On or near BROOM LANE,E01007711,Rotherham 021D,Suspect charged
9c70a2abd741f221739118e42f7f4c26feae49abb81094be87d66e035ea371c3,2015-09,South Yorkshire Police,South Yorkshire Police,-1.460190,53.424303,On or near MASTERS CRESCENT,E01008061,Sheffield 011A,Suspect charged
f3c860cbda8aa8ea91906e697eba9ed506e7bd634858434c779a0089e1a5b841,2015-09,South Yorkshire Police,South Yorkshire Police,-1.376696,53.369066,On or near HANDSWORTH GRANGE ROAD,E01007971,Sheffield 037C,Suspect charged
633be2d1a38c5151a3a4c6e3a7f8a4e85bab34172a954f19f11caa6d09d355a8,2015-09,South Yorkshire Police,South Yorkshire Police,-1.458084,53.536660,On or near UNDERWOOD AVENUE,E01007461,Barnsley 021D,Suspect charged
01bbb81dc62ffe8ff5a47d0fdd78204f44e43553b7f449ddf7b19c9e4fbf0c7a,2015-09,South Yorkshire Police,South Yorkshire Police,-1.465930,53.381723,On or near Pedestrian Subway,E01033264,Sheffield 073D,Suspect charged
f47fafa1a070c83e8acbc21d4ae8d9e9f92d2c50f1d45d756dc750cc11a01d22,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
ff093f52991dcf7cd76ebabcc6fcec880b9ddca6dd7ea448613e109b3e5a5930,2015-09,South Yorkshire Police,South Yorkshire Police,-1.507264,53.586749,On or near TOWNGATE,E01007357,Barnsley 004B,Investigation complete; no suspect identified
d037c345fffe2063061c5073f4afac9eff629370dac8d03d1abf5f2e10eed855,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
21faf1a25de3e8d6f250d85dc804e9829aa6b2bdff8c936601bfd5886c74b8e4,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
928bf89198719cd161f7914a2b5ff3a81400a584b870e8832b57e8a59bd06c10,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
25bc3ae995455482532cea7bc8bc760451b6413f44d16953f44b1ea58f11a181,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
1a041d3c5dc3e95109feb669f9928a867201a99a3e862a6d27bf37ca0d2e3f70,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
4093be6995dc0479df498ff9d78841d884be98c8177fa0be121cfb45122efc75,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Local resolution
7332247839a9cc7135c1c2768513160afb2de11a8135073191e2723afc5a1c2a,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
da442634305d59d1d859e19c38fd5b1d3c62620b9513dbc5d952a58f537f1453,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
2780c137dac7b4fe5386b293f8cc62168e0e111abd8d438c79866d9212e8e446,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
3b4504349894723a83291729f0acec43d9166eb196f1244d09f99d990431400d,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
5b2474326a556431cc4f17e926c132eeb4d0c1119772e53a23c755e7c78c4cf7,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
6cb99499373d32396280bcbb3309edb2287136ec34a191901f3f4033154b15f4,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
f09d824b5290d026cd908a669b128f2b0be7536d1d79b4c005e8da38fe78a168,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
50594b1b70ec733e6706881d1efd307c7f42522235b01e86fe38164810cdb360,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
150de6ecf032c185ac8c09a05ad544273eb9520fe8639ddb3b57f74acae75115,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
40a0463d5dbbcced23a87c4ffa08f78da93cc30499b94d7b0eef6ad997acd764,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
18fbfb83128bcc6aaa8d15b0186aea5216d8f984768ab4185e9047ea0d4737f7,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
188f2112969ab2f6a89e6630974db972fe6a235423b4dca11b950987f9c12ae6,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
9ff7c53ce323b6ed595c460ff50ec9eb536ac4c498d3d6a4ca215f576195072e,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
8c495d3988829f4acae69fc77dde7b3b75251af484e234bfeadffe0a4a9cf1fb,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
3e4e4c656f6eb0c6caa7857fff149c1949cc7b45d6ebfb18e1a797c31c0fee17,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
3e4e7ffc45543af481bea2f07ccc5eb29d6c0d86c8bd2c25f157e504f8115c99,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
564871f7e70fc199224f765b555d28676f621e74563d9c2af5cec74d1b7bc002,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
6f70725e93f58557a895cbc92340e1941a861fc4b9380ac03486a1eb17dd1303,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
0900da08493c19374b2c6868ebf89166727dde47cd88fd8c1fb05339ff37b612,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Unable to prosecute suspect
c72d58c7552e444c6cb21f0db446c800f08494b03bfd22862f396934f6bf97a4,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
a4025ea01ad038abb125325d4ed233b52d55e663742d5e1a10554b319268d456,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
427aac52719d37506c92ec0d485a72aba9f8734319a2af4bb5da8d131422814c,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
cc4b10f2f1ed2adee8be5cefbb0738e1c54d2377c7e7dc02be6ff12435b72d6c,2015-09,South Yorkshire Police,South Yorkshire Police,,,No location,,,Investigation complete; no suspect identified
